window,gene,category,count
50kb,si:dkey-90m5.4,sig. positive,1
50kb,si:dkey-92i17.2,sig. positive,15
50kb,si:dkey-92j12.5,sig. positive,1
50kb,si:dkey-93h22.7,sig. positive,6
50kb,si:dkey-93h22.8,sig. negative,2
50kb,si:dkey-93h22.8,sig. positive,1
50kb,si:dkey-93m18.3,sig. positive,1
50kb,si:dkey-93m18.4,sig. positive,1
50kb,si:dkey-93n13.2,sig. negative,1
50kb,si:dkey-93n13.2,sig. positive,1
50kb,si:dkey-94e7.2,sig. negative,1
50kb,si:dkey-94e7.2,sig. positive,2
50kb,si:dkey-94l16.4,sig. positive,2
50kb,si:dkey-95h12.1,sig. positive,13
50kb,si:dkey-96f10.1,sig. negative,2
50kb,si:dkey-96f10.1,sig. positive,5
50kb,si:dkey-96l17.6,sig. positive,6
50kb,si:dkey-97a13.12,sig. positive,15
50kb,si:dkey-98f17.5,sig. positive,23
50kb,si:dkey-9i23.15,sig. positive,2
50kb,si:dkey-9i23.16,sig. positive,1
50kb,si:dkey-9i23.6,sig. positive,5
50kb,si:dkey-9p24.5,sig. positive,3
50kb,si:dkeyp-100a1.6,sig. positive,12
50kb,si:dkeyp-104f11.6,sig. positive,2
50kb,si:dkeyp-104h9.5,sig. positive,15
50kb,si:dkeyp-106c3.1,sig. positive,6
50kb,si:dkeyp-106c3.2,sig. positive,1
50kb,si:dkeyp-110a12.4,sig. positive,2
50kb,si:dkeyp-110c7.4,sig. positive,5
50kb,si:dkeyp-113d7.1,sig. positive,4
50kb,si:dkeyp-113d7.10,sig. positive,2
50kb,si:dkeyp-115e12.6,sig. negative,1
50kb,si:dkeyp-115e12.6,sig. positive,4
50kb,si:dkeyp-117b11.1,sig. positive,1
50kb,si:dkeyp-117h8.4,sig. positive,8
50kb,si:dkeyp-11e3.1,sig. positive,2
50kb,si:dkeyp-120h9.1,sig. negative,1
50kb,si:dkeyp-120h9.1,sig. positive,3
50kb,si:dkeyp-121d2.7,sig. negative,1
50kb,si:dkeyp-121d4.3,sig. positive,13
50kb,si:dkeyp-122a9.1,sig. positive,2
50kb,si:dkeyp-122a9.2,sig. negative,1
50kb,si:dkeyp-14d3.1,sig. positive,12
50kb,si:dkeyp-19e1.3,sig. positive,26
50kb,si:dkeyp-20e4.8,sig. positive,5
50kb,si:dkeyp-23e4.3,sig. positive,9
50kb,si:dkeyp-27e10.3,sig. negative,1
50kb,si:dkeyp-27e10.3,sig. positive,3
50kb,si:dkeyp-28d2.4,sig. negative,2
50kb,si:dkeyp-28d2.4,sig. positive,3
50kb,si:dkeyp-2e4.3,sig. positive,28
50kb,si:dkeyp-2e4.5,sig. negative,1
50kb,si:dkeyp-2e4.5,sig. positive,1
50kb,si:dkeyp-2e4.6,sig. negative,1
50kb,si:dkeyp-2e4.6,sig. positive,5
50kb,si:dkeyp-2e4.8,sig. negative,1
50kb,si:dkeyp-2e4.8,sig. positive,1
50kb,si:dkeyp-35e5.5,sig. positive,1
50kb,si:dkeyp-38g8.5,sig. negative,5
50kb,si:dkeyp-44a8.2,sig. negative,2
50kb,si:dkeyp-46h3.2,sig. negative,1
50kb,si:dkeyp-46h3.2,sig. positive,1
50kb,si:dkeyp-46h3.3,sig. negative,1
50kb,si:dkeyp-46h3.6,sig. negative,3
50kb,si:dkeyp-4c7.3,sig. positive,4
50kb,si:dkeyp-51b9.3,sig. positive,1
50kb,si:dkeyp-51f12.2,sig. positive,3
50kb,si:dkeyp-51f12.3,sig. positive,3
50kb,si:dkeyp-53d3.3,sig. positive,3
50kb,si:dkeyp-53d3.5,sig. positive,1
50kb,si:dkeyp-55f12.3,sig. negative,1
50kb,si:dkeyp-55f12.3,sig. positive,2
50kb,si:dkeyp-57d7.4,sig. negative,1
50kb,si:dkeyp-57d7.4,sig. positive,2
50kb,si:dkeyp-59c12.1,sig. positive,17
50kb,si:dkeyp-61b2.1,sig. positive,2
50kb,si:dkeyp-67a8.4,sig. negative,1
50kb,si:dkeyp-68b7.12,sig. positive,1
50kb,si:dkeyp-68b7.5,sig. negative,1
50kb,si:dkeyp-69b9.3,sig. positive,28
50kb,si:dkeyp-69b9.6,sig. positive,2
50kb,si:dkeyp-69c1.9,sig. positive,3
50kb,si:dkeyp-69e1.8,sig. negative,2
50kb,si:dkeyp-69e1.8,sig. positive,3
50kb,si:dkeyp-72a4.1,sig. positive,2
50kb,si:dkeyp-72e1.6,sig. positive,3
50kb,si:dkeyp-72e1.9,sig. positive,12
50kb,si:dkeyp-72g9.4,sig. negative,4
50kb,si:dkeyp-72g9.4,sig. positive,1
50kb,si:dkeyp-73a2.2,sig. positive,5
50kb,si:dkeyp-73b11.8,sig. positive,1
50kb,si:dkeyp-73d8.6,sig. positive,1
50kb,si:dkeyp-73d8.9,sig. positive,1
50kb,si:dkeyp-74b6.2,sig. negative,1
50kb,si:dkeyp-74b6.2,sig. positive,3
50kb,si:dkeyp-75h12.7,sig. negative,1
50kb,si:dkeyp-77h1.4,sig. negative,1
50kb,si:dkeyp-77h1.4,sig. positive,3
50kb,si:dkeyp-80c12.8,sig. positive,17
50kb,si:dkeyp-82a1.1,sig. positive,1
50kb,si:dkeyp-82a1.6,sig. positive,9
50kb,si:dkeyp-84f3.5,sig. positive,3
50kb,si:dkeyp-92c9.2,sig. positive,26
50kb,si:dkeyp-94g1.1,sig. positive,3
50kb,si:dkeyp-97a10.2,sig. positive,2
50kb,si:dkeyp-97a10.3,sig. positive,1
50kb,si:dkeyp-97b10.3,sig. negative,4
50kb,si:dkeyp-97b10.3,sig. positive,9
50kb,si:dkeyp-97e7.9,sig. negative,1
50kb,si:dkeyp-97e7.9,sig. positive,3
50kb,si:dkeyp-9d4.3,sig. positive,9
50kb,si:rp71-15k1.1,sig. negative,2
50kb,si:rp71-15k1.1,sig. positive,2
50kb,si:rp71-17i16.5,sig. positive,1
50kb,si:rp71-17i16.6,sig. positive,10
50kb,si:rp71-19m20.1,sig. negative,2
50kb,si:rp71-19m20.1,sig. positive,1
50kb,si:rp71-1d10.8,sig. negative,1
50kb,si:rp71-1g18.1,sig. positive,3
50kb,si:rp71-1h20.5,sig. negative,1
50kb,si:rp71-1h3.1,sig. positive,1
50kb,si:rp71-1i20.2,sig. negative,1
50kb,si:rp71-23d18.8,sig. negative,1
50kb,si:rp71-36a1.1,sig. negative,1
50kb,si:rp71-36a1.1,sig. positive,2
50kb,si:rp71-36a1.2,sig. positive,5
50kb,si:rp71-36a1.3,sig. positive,1
50kb,si:rp71-36a1.5,sig. negative,1
50kb,si:rp71-36a1.5,sig. positive,1
50kb,si:rp71-46j2.7,sig. positive,3
50kb,si:rp71-68n21.9,sig. positive,7
50kb,si:rp71-77l1.1,sig. positive,12
50kb,si:rp71-77l1.2,sig. positive,5
50kb,si:rp71-80o10.4,sig. positive,1
50kb,si:rp71-81e14.2,sig. negative,5
50kb,si:rp71-81e14.2,sig. positive,1
50kb,si:zfos-1056e6.1,sig. positive,1
50kb,si:zfos-1069f5.1,sig. positive,1
50kb,si:zfos-128g4.1,sig. positive,3
50kb,si:zfos-1505d6.3,sig. negative,1
50kb,si:zfos-1505d6.3,sig. positive,4
50kb,si:zfos-2326c3.2,sig. positive,15
50kb,si:zfos-323e3.4,sig. negative,3
50kb,si:zfos-464b6.2,sig. positive,16
50kb,si:zfos-741a10.3,sig. negative,1
50kb,si:zfos-741a10.3,sig. positive,1
50kb,si:zfos-905g2.1,sig. positive,26
50kb,si:zfos-932h1.3,sig. negative,2
50kb,si:zfos-943e10.1,sig. negative,1
50kb,si:zfos-943e10.1,sig. positive,3
50kb,siae,sig. positive,4
50kb,siah1,sig. positive,12
50kb,siah2l,sig. negative,1
50kb,siah2l,sig. positive,1
50kb,sidt2,sig. positive,4
50kb,sigirr,sig. positive,12
50kb,sigmar1,sig. negative,1
50kb,sigmar1,sig. positive,1
50kb,sik1,sig. positive,38
50kb,sik2a,sig. positive,6
50kb,sik2b,sig. positive,10
50kb,sik3,sig. positive,13
50kb,sil1,sig. positive,7
50kb,sim1a,sig. positive,27
50kb,sim1b,sig. positive,5
50kb,sin3ab,sig. negative,1
50kb,sin3ab,sig. positive,1
50kb,sin3b,sig. positive,3
50kb,sinhcaf,sig. negative,1
50kb,sinhcaf,sig. positive,8
50kb,sinhcafl,sig. negative,1
50kb,sinhcafl,sig. positive,2
50kb,sipa1l1,sig. positive,23
50kb,sipa1l2,sig. negative,1
50kb,sipa1l2,sig. positive,17
50kb,sipa1l3,sig. negative,1
50kb,sipa1l3,sig. positive,18
50kb,sirt2,sig. positive,3
50kb,sirt3,sig. positive,1
50kb,sirt4,sig. positive,7
50kb,sirt5,sig. positive,5
50kb,sirt6,sig. negative,2
50kb,sirt6,sig. positive,2
50kb,sirt7,sig. negative,6
50kb,sirt7,sig. positive,3
50kb,siva1,sig. positive,7
50kb,six1a,sig. positive,25
50kb,six1b,sig. positive,39
50kb,six2a,sig. positive,11
50kb,six2b,sig. positive,3
50kb,six3a,sig. negative,1
50kb,six3a,sig. positive,22
50kb,six3b,sig. positive,26
50kb,six4a,sig. negative,3
50kb,six4a,sig. positive,27
50kb,six4b,sig. positive,47
50kb,six5,sig. positive,7
50kb,six6a,sig. positive,15
50kb,six6b,sig. negative,1
50kb,six6b,sig. positive,14
50kb,six7,sig. positive,42
50kb,six9,sig. positive,8
50kb,ska1,sig. negative,3
50kb,ska1,sig. positive,1
50kb,ska2,sig. negative,1
50kb,ska2,sig. positive,7
50kb,ska3,sig. negative,1
50kb,ska3,sig. positive,6
50kb,skap1,sig. positive,35
50kb,skap2,sig. positive,33
50kb,skia,sig. negative,1
50kb,skia,sig. positive,22
50kb,skib,sig. negative,1
50kb,skib,sig. positive,23
50kb,skila,sig. positive,22
50kb,skilb,sig. positive,4
50kb,skor1a,sig. positive,3
50kb,skor1b,sig. negative,1
50kb,skor1b,sig. positive,18
50kb,skor2,sig. positive,6
50kb,skp1,sig. positive,5
50kb,skp2,sig. negative,2
50kb,skp2,sig. positive,16
50kb,sla1a,sig. positive,4
50kb,slain1a,sig. negative,1
50kb,slain1a,sig. positive,10
50kb,slain2,sig. positive,14
50kb,slbp,sig. positive,6
50kb,slc10a2,sig. positive,3
50kb,slc10a3,sig. negative,1
50kb,slc10a4,sig. positive,6
50kb,slc10a7,sig. positive,7
50kb,slc11a2,sig. positive,8
50kb,slc12a10.1,sig. negative,1
50kb,slc12a2,sig. positive,14
50kb,slc12a3,sig. positive,4
50kb,slc12a4,sig. positive,4
50kb,slc12a5a,sig. positive,2
50kb,slc12a5b,sig. positive,4
50kb,slc12a7a,sig. positive,18
50kb,slc12a7b,sig. positive,25
50kb,slc12a8,sig. positive,3
50kb,slc12a9,sig. positive,3
50kb,slc13a1,sig. negative,1
50kb,slc13a2,sig. negative,3
50kb,slc13a2,sig. positive,1
50kb,slc13a3,sig. positive,3
50kb,slc13a4,sig. positive,4
50kb,slc13a5a,sig. positive,16
50kb,slc13a5b,sig. positive,1
50kb,slc14a2,sig. positive,13
50kb,slc15a1a,sig. positive,32
50kb,slc15a1b,sig. positive,16
50kb,slc15a2,sig. positive,10
50kb,slc15a4,sig. positive,5
50kb,slc16a10,sig. negative,1
50kb,slc16a10,sig. positive,22
50kb,slc16a12a,sig. positive,6
50kb,slc16a12b,sig. positive,37
50kb,slc16a13,sig. positive,9
50kb,slc16a1a,sig. positive,9
50kb,slc16a1b,sig. positive,11
50kb,slc16a4,sig. positive,2
50kb,slc16a5a,sig. positive,4
50kb,slc16a5b,sig. negative,2
50kb,slc16a5b,sig. positive,1
50kb,slc16a6b,sig. positive,16
50kb,slc16a7,sig. positive,2
50kb,slc16a8,sig. positive,2
50kb,slc16a9a,sig. positive,2
50kb,slc16a9b,sig. positive,5
50kb,slc17a5,sig. positive,4
50kb,slc17a6a,sig. positive,7
50kb,slc17a6b,sig. positive,21
50kb,slc17a7b,sig. positive,1
50kb,slc17a8,sig. negative,1
50kb,slc17a8,sig. positive,1
50kb,slc17a9a,sig. negative,1
50kb,slc17a9a,sig. positive,4
50kb,slc17a9b,sig. negative,1
50kb,slc17a9b,sig. positive,14
50kb,slc18a2,sig. positive,5
50kb,slc18a3a,sig. positive,1
50kb,slc18b1,sig. negative,1
50kb,slc18b1,sig. positive,3
50kb,slc19a1,sig. positive,2
50kb,slc19a2,sig. positive,9
50kb,slc19a3a,sig. positive,3
50kb,slc1a2a,sig. positive,4
50kb,slc1a2b,sig. negative,1
50kb,slc1a2b,sig. positive,20
50kb,slc1a3a,sig. positive,32
50kb,slc1a3b,sig. positive,1
50kb,slc1a4,sig. positive,6
50kb,slc1a5,sig. positive,18
50kb,slc1a6,sig. positive,9
50kb,slc1a7a,sig. positive,2
50kb,slc1a7b,sig. negative,3
50kb,slc1a8a,sig. negative,2
50kb,slc1a8a,sig. positive,3
50kb,slc1a8b,sig. positive,12
50kb,slc20a1a,sig. positive,2
50kb,slc20a1b,sig. positive,7
50kb,slc20a2,sig. positive,13
50kb,slc22a13a,sig. positive,7
50kb,slc22a15,sig. negative,2
50kb,slc22a15,sig. positive,1
50kb,slc22a16,sig. negative,1
50kb,slc22a16,sig. positive,8
50kb,slc22a18,sig. positive,8
50kb,slc22a2,sig. positive,8
50kb,slc22a23,sig. positive,24
50kb,slc22a31,sig. positive,17
50kb,slc22a4,sig. positive,1
50kb,slc22a6l,sig. positive,1
50kb,slc22a7b.1,sig. positive,7
50kb,slc22a7b.3,sig. positive,11
50kb,slc23a1,sig. positive,2
50kb,slc23a2,sig. positive,4
50kb,slc23a3,sig. positive,6
50kb,slc24a1,sig. positive,1
50kb,slc24a2,sig. positive,1
50kb,slc24a3,sig. positive,16
50kb,slc24a4a,sig. positive,1
50kb,slc24a4b,sig. negative,1
50kb,slc24a4b,sig. positive,3
50kb,slc24a5,sig. positive,5
50kb,slc24a6a,sig. positive,3
50kb,slc25a11,sig. negative,1
50kb,slc25a11,sig. positive,3
50kb,slc25a12,sig. negative,1
50kb,slc25a12,sig. positive,2
50kb,slc25a13,sig. positive,1
50kb,slc25a14,sig. positive,8
50kb,slc25a15a,sig. positive,18
50kb,slc25a15b,sig. positive,1
50kb,slc25a16,sig. positive,5
50kb,slc25a17,sig. positive,2
50kb,slc25a18,sig. positive,4
50kb,slc25a19,sig. negative,1
50kb,slc25a19,sig. positive,4
50kb,slc25a1a,sig. positive,1
50kb,slc25a1b,sig. positive,8
50kb,slc25a21,sig. positive,4
50kb,slc25a22a,sig. positive,11
50kb,slc25a22b,sig. negative,1
50kb,slc25a22b,sig. positive,5
50kb,slc25a23a,sig. positive,11
50kb,slc25a23b,sig. positive,1
50kb,slc25a24,sig. positive,15
50kb,slc25a25a,sig. positive,13
50kb,slc25a25b,sig. positive,6
50kb,slc25a26,sig. positive,2
50kb,slc25a28,sig. positive,5
50kb,slc25a29,sig. positive,15
50kb,slc25a32a,sig. positive,16
50kb,slc25a32b,sig. positive,3
50kb,slc25a33,sig. positive,3
50kb,slc25a34,sig. negative,1
50kb,slc25a34,sig. positive,3
50kb,slc25a35,sig. positive,1
50kb,slc25a36b,sig. positive,5
50kb,slc25a37,sig. positive,37
50kb,slc25a38a,sig. positive,7
50kb,slc25a38b,sig. positive,3
50kb,slc25a39,sig. positive,11
50kb,slc25a3a,sig. positive,8
50kb,slc25a3b,sig. positive,3
50kb,slc25a40,sig. negative,7
50kb,slc25a40,sig. positive,2
50kb,slc25a42,sig. positive,13
50kb,slc25a43,sig. positive,1
50kb,slc25a44a,sig. positive,4
50kb,slc25a44b,sig. positive,4
50kb,slc25a46,sig. negative,1
50kb,slc25a47b,sig. positive,4
50kb,slc25a48,sig. negative,2
50kb,slc25a48,sig. positive,1
50kb,slc25a5,sig. positive,3
50kb,slc25a51a,sig. negative,1
50kb,slc25a51a,sig. positive,2
50kb,slc25a51b,sig. positive,2
50kb,slc25a55a,sig. positive,22
50kb,slc25a55b,sig. positive,1
50kb,slc26a10,sig. positive,1
50kb,slc26a11,sig. positive,1
50kb,slc26a2,sig. positive,4
50kb,slc26a3.2,sig. positive,2
50kb,slc26a4,sig. positive,8
50kb,slc26a5,sig. negative,1
50kb,slc26a5,sig. positive,7
50kb,slc26a6,sig. positive,16
50kb,slc27a1a,sig. positive,3
50kb,slc27a1b,sig. positive,1
50kb,slc27a2a,sig. negative,2
50kb,slc27a2a,sig. positive,9
50kb,slc27a4,sig. positive,4
50kb,slc27a6,sig. positive,4
50kb,slc28a1,sig. positive,1
50kb,slc29a1a,sig. positive,13
50kb,slc29a1b,sig. positive,21
50kb,slc29a2,sig. negative,1
50kb,slc29a2,sig. positive,5
50kb,slc2a10,sig. negative,1
50kb,slc2a10,sig. positive,4
50kb,slc2a11b,sig. positive,8
50kb,slc2a12,sig. negative,1
50kb,slc2a12,sig. positive,5
50kb,slc2a13b,sig. positive,5
50kb,slc2a15a,sig. negative,1
50kb,slc2a15b,sig. positive,5
50kb,slc2a1a,sig. positive,9
50kb,slc2a1b,sig. positive,3
50kb,slc2a2,sig. negative,1
50kb,slc2a2,sig. positive,2
50kb,slc2a3a,sig. positive,5
50kb,slc2a3b,sig. positive,11
50kb,slc2a5,sig. positive,4
50kb,slc2a6,sig. positive,1
50kb,slc2a8,sig. positive,9
50kb,slc30a10,sig. negative,1
50kb,slc30a10,sig. positive,4
50kb,slc30a1a,sig. positive,1
50kb,slc30a2,sig. positive,9
50kb,slc30a4,sig. negative,4
50kb,slc30a5,sig. negative,1
50kb,slc30a5,sig. positive,7
50kb,slc30a6,sig. positive,3
50kb,slc30a7,sig. negative,2
50kb,slc30a7,sig. positive,2
50kb,slc30a8,sig. positive,3
50kb,slc31a1,sig. positive,7
50kb,slc31a2,sig. positive,6
50kb,slc32a1,sig. positive,10
50kb,slc33a1,sig. positive,5
50kb,slc34a1a,sig. positive,3
50kb,slc34a1b,sig. positive,1
50kb,slc34a2b,sig. positive,17
50kb,slc35a1,sig. positive,20
50kb,slc35a2,sig. positive,7
50kb,slc35a3a,sig. positive,1
50kb,slc35a4,sig. negative,1
50kb,slc35a4,sig. positive,3
50kb,slc35a5,sig. negative,3
50kb,slc35a5,sig. positive,1
50kb,slc35b1,sig. negative,2
50kb,slc35b1,sig. positive,6
50kb,slc35b2,sig. positive,4
50kb,slc35b3,sig. positive,1
50kb,slc35c1,sig. positive,7
50kb,slc35c2,sig. positive,33
50kb,slc35d1a,sig. positive,13
50kb,slc35d1b,sig. negative,4
50kb,slc35d1b,sig. positive,11
50kb,slc35e1,sig. positive,5
50kb,slc35e3,sig. negative,2
50kb,slc35e3,sig. positive,2
50kb,slc35e4,sig. positive,10
50kb,slc35f1,sig. negative,2
50kb,slc35f1,sig. positive,19
50kb,slc35f2,sig. negative,3
50kb,slc35f2,sig. positive,1
50kb,slc35f2l,sig. positive,2
50kb,slc35f3a,sig. positive,10
50kb,slc35f3b,sig. positive,2
50kb,slc35f4,sig. positive,14
50kb,slc35f6,sig. negative,1
50kb,slc35g2a,sig. negative,1
50kb,slc35g2a,sig. positive,1
50kb,slc35g2b,sig. negative,2
50kb,slc35g2b,sig. positive,8
50kb,slc36a1,sig. negative,1
50kb,slc36a1,sig. positive,2
50kb,slc36a4,sig. negative,1
50kb,slc36a4,sig. positive,1
50kb,slc37a1,sig. positive,3
50kb,slc37a2,sig. positive,12
50kb,slc37a4a,sig. positive,2
50kb,slc37a4b,sig. positive,1
50kb,slc38a10,sig. positive,7
50kb,slc38a11,sig. positive,1
50kb,slc38a2,sig. positive,3
50kb,slc38a3a,sig. positive,5
50kb,slc38a3b,sig. negative,2
50kb,slc38a3b,sig. positive,7
50kb,slc38a4,sig. positive,8
50kb,slc38a5a,sig. positive,16
50kb,slc38a5b,sig. positive,27
50kb,slc38a6,sig. positive,3
50kb,slc38a7,sig. positive,1
50kb,slc38a8b,sig. positive,11
50kb,slc38a9,sig. negative,7
50kb,slc38a9,sig. positive,7
50kb,slc39a10,sig. positive,23
50kb,slc39a13,sig. positive,3
50kb,slc39a14,sig. positive,16
50kb,slc39a4,sig. negative,3
50kb,slc39a4,sig. positive,2
50kb,slc39a5,sig. positive,2
50kb,slc39a6,sig. positive,16
50kb,slc39a7,sig. positive,3
50kb,slc39a8,sig. negative,1
50kb,slc39a8,sig. positive,4
50kb,slc39a9,sig. positive,1
50kb,slc3a1,sig. positive,6
50kb,slc3a2a,sig. positive,4
50kb,slc3a2b,sig. positive,3
50kb,slc40a1,sig. negative,11
50kb,slc40a1,sig. positive,1
50kb,slc41a2a,sig. negative,1
50kb,slc41a2a,sig. positive,4
50kb,slc41a2b,sig. positive,6
50kb,slc43a1a,sig. positive,18
50kb,slc43a1b,sig. positive,13
50kb,slc43a2a,sig. negative,1
50kb,slc43a2a,sig. positive,4
50kb,slc43a2b,sig. positive,13
50kb,slc43a3a,sig. positive,10
50kb,slc43a3b,sig. positive,15
50kb,slc44a1a,sig. positive,3
50kb,slc44a1b,sig. negative,2
50kb,slc44a1b,sig. positive,2
50kb,slc44a2,sig. positive,6
50kb,slc44a4,sig. negative,3
50kb,slc44a5a,sig. positive,16
50kb,slc44a5b,sig. positive,26
50kb,slc45a1,sig. positive,6
50kb,slc45a2,sig. negative,1
50kb,slc45a2,sig. positive,1
50kb,slc45a3,sig. positive,1
50kb,slc45a4b,sig. positive,10
50kb,slc46a1,sig. positive,1
50kb,slc46a3,sig. positive,6
50kb,slc47a1,sig. negative,1
50kb,slc47a2.1,sig. positive,2
50kb,slc47a3,sig. positive,6
50kb,slc48a1a,sig. negative,1
50kb,slc48a1b,sig. negative,1
50kb,slc48a1b,sig. positive,4
50kb,slc49a4,sig. positive,5
50kb,slc4a10a,sig. negative,1
50kb,slc4a10a,sig. positive,17
50kb,slc4a10b,sig. positive,6
50kb,slc4a11,sig. positive,21
50kb,slc4a1a,sig. negative,1
50kb,slc4a1a,sig. positive,4
50kb,slc4a1ap,sig. positive,5
50kb,slc4a1b,sig. positive,25
50kb,slc4a2a,sig. positive,30
50kb,slc4a2b,sig. positive,12
50kb,slc4a3,sig. positive,14
50kb,slc4a4a,sig. positive,21
50kb,slc4a4b,sig. positive,20
50kb,slc4a7,sig. positive,9
50kb,slc50a1,sig. negative,1
50kb,slc50a1,sig. positive,20
50kb,slc51a,sig. negative,3
50kb,slc51a,sig. positive,2
50kb,slc52a2,sig. positive,1
50kb,slc5a11,sig. negative,1
50kb,slc5a11,sig. positive,5
50kb,slc5a12,sig. positive,16
50kb,slc5a2,sig. positive,1
50kb,slc5a3b,sig. positive,2
50kb,slc5a5,sig. negative,3
50kb,slc5a6a,sig. positive,4
50kb,slc5a6b,sig. positive,1
50kb,slc5a7a,sig. positive,2
50kb,slc5a8,sig. negative,1
50kb,slc5a8,sig. positive,3
50kb,slc5a8l,sig. positive,1
50kb,slc66a1,sig. positive,4
50kb,slc66a3,sig. positive,4
50kb,slc6a11a,sig. positive,1
50kb,slc6a11b,sig. positive,12
50kb,slc6a15,sig. positive,3
50kb,slc6a16a,sig. positive,14
50kb,slc6a16b,sig. negative,2
50kb,slc6a16b,sig. positive,7
50kb,slc6a17,sig. positive,9
50kb,slc6a18,sig. negative,1
50kb,slc6a19a.2,sig. positive,1
50kb,slc6a19b,sig. positive,2
50kb,slc6a1a,sig. positive,2
50kb,slc6a1b,sig. positive,9
50kb,slc6a1l,sig. positive,1
50kb,slc6a2,sig. negative,1
50kb,slc6a22.1,sig. positive,1
50kb,slc6a22.2,sig. positive,2
50kb,slc6a4a,sig. positive,8
50kb,slc6a4b,sig. positive,2
50kb,slc6a5,sig. negative,1
50kb,slc6a6a,sig. positive,1
50kb,slc6a6b,sig. positive,16
50kb,slc6a7,sig. negative,1
50kb,slc6a7,sig. positive,6
50kb,slc6a8,sig. negative,1
50kb,slc6a8,sig. positive,30
50kb,slc6a9,sig. positive,19
50kb,slc7a10a,sig. positive,6
50kb,slc7a10b,sig. negative,1
50kb,slc7a10b,sig. positive,18
50kb,slc7a11,sig. positive,4
50kb,slc7a14a,sig. negative,1
50kb,slc7a14a,sig. positive,7
50kb,slc7a14b,sig. positive,5
50kb,slc7a1a,sig. negative,1
50kb,slc7a1a,sig. positive,9
50kb,slc7a2,sig. positive,12
50kb,slc7a3a,sig. positive,7
50kb,slc7a3b,sig. positive,16
50kb,slc7a4,sig. positive,1
50kb,slc7a5,sig. positive,6
50kb,slc7a6,sig. positive,8
50kb,slc7a6os,sig. positive,6
50kb,slc7a7,sig. positive,22
50kb,slc7a8a,sig. negative,1
50kb,slc7a8a,sig. positive,4
50kb,slc7a8b,sig. positive,3
50kb,slc7a9,sig. positive,13
50kb,slc8a1a,sig. positive,6
50kb,slc8a1b,sig. positive,6
50kb,slc8a2a,sig. negative,8
50kb,slc8a2a,sig. positive,1
50kb,slc8a2b,sig. negative,1
50kb,slc8a2b,sig. positive,8
50kb,slc8a3,sig. positive,15
50kb,slc8a4a,sig. negative,1
50kb,slc8a4a,sig. positive,2
50kb,slc8a4b,sig. positive,2
50kb,slc8b1,sig. positive,8
50kb,slc9a1b,sig. positive,8
50kb,slc9a2,sig. positive,3
50kb,slc9a3.1,sig. negative,1
50kb,slc9a3.1,sig. positive,7
50kb,slc9a3.2,sig. positive,2
50kb,slc9a6a,sig. positive,15
50kb,slc9a6b,sig. negative,3
50kb,slc9a7,sig. positive,6
50kb,slc9a8,sig. positive,22
50kb,slco1c1,sig. positive,4
50kb,slco1d1,sig. positive,2
50kb,slco1e1,sig. negative,1
50kb,slco1e1,sig. positive,1
50kb,slco1f1,sig. positive,4
50kb,slco1f2,sig. negative,2
50kb,slco1f3,sig. negative,2
50kb,slco1f3,sig. positive,3
50kb,slco1f4,sig. positive,2
50kb,slco2a1,sig. positive,25
50kb,slco2b1,sig. positive,5
50kb,slco4a1,sig. positive,2
50kb,slco5a1a,sig. negative,2
50kb,slco5a1a,sig. positive,2
50kb,slf1,sig. negative,2
50kb,slf1,sig. positive,5
50kb,slf2,sig. positive,3
50kb,slirp,sig. positive,3
50kb,slit1a,sig. positive,19
50kb,slit1b,sig. positive,19
50kb,slit2,sig. positive,28
50kb,slit3,sig. positive,32
50kb,slitrk2,sig. positive,11
50kb,slitrk3a,sig. positive,7
50kb,slitrk4,sig. positive,9
50kb,slitrk6,sig. positive,35
50kb,slka,sig. positive,2
50kb,slkb,sig. negative,2
50kb,slkb,sig. positive,7
50kb,slmapa,sig. positive,4
50kb,slmapb,sig. positive,8
50kb,sltm,sig. negative,1
50kb,sltm,sig. positive,1
50kb,slu7,sig. positive,1
50kb,slx1b,sig. negative,2
50kb,slx4,sig. positive,6
50kb,slx4ip,sig. positive,1
50kb,smad1,sig. positive,14
50kb,smad2,sig. positive,5
50kb,smad3a,sig. negative,3
50kb,smad3a,sig. positive,8
50kb,smad3b,sig. positive,20
50kb,smad4a,sig. negative,3
50kb,smad4b,sig. negative,4
50kb,smad4b,sig. positive,4
50kb,smad5,sig. positive,20
50kb,smad6a,sig. positive,20
50kb,smad6b,sig. positive,24
50kb,smad7,sig. negative,1
50kb,smad7,sig. positive,39
50kb,smad9,sig. positive,30
50kb,smap1,sig. negative,2
50kb,smap1,sig. positive,9
50kb,smap2,sig. positive,19
50kb,smarca1,sig. positive,5
50kb,smarca2,sig. positive,2
50kb,smarca4a,sig. negative,1
50kb,smarca4a,sig. positive,7
50kb,smarca5,sig. positive,8
50kb,smarcad1a,sig. positive,28
50kb,smarcad1b,sig. positive,7
50kb,smarcal1,sig. negative,1
50kb,smarcal1,sig. positive,3
50kb,smarcb1a,sig. positive,3
50kb,smarcb1b,sig. positive,6
50kb,smarcc1a,sig. negative,2
50kb,smarcc1a,sig. positive,7
50kb,smarcc1b,sig. negative,1
50kb,smarcc2,sig. positive,10
50kb,smarcd1,sig. positive,5
50kb,smarcd2,sig. positive,2
50kb,smarcd3a,sig. negative,1
